name,type,fee,desc,hours,city
"The Great Hamburg Nature Reserve",Nature,0.00,"A perfectly preserved natural reserve in the heart of Hamburg. Ideal for hiking, photography, and escaping the urban bustle.","9:00 - 20:00",Hamburg
"Hiroshima Monument",Landmark,0.00,"An iconic symbol of Hiroshima's architectural heritage, standing tall as a testament to the region's rich history.","9:00 - 16:00",Hiroshima
"Manchester Botanical Gardens",Nature,28.00,"A perfectly preserved natural reserve in the heart of Manchester. Ideal for hiking, photography, and escaping the urban bustle.","10:00 - 16:00",Manchester
"The Great Tokyo Heritage House",Historic,20.00,"Centuries of history are embedded in the walls of this famous historical site located right in Tokyo.","8:00 - 19:00",Tokyo
"The Great Los Angeles Nature Reserve",Nature,29.00,"A perfectly preserved natural reserve in the heart of Los Angeles. Ideal for hiking, photography, and escaping the urban bustle.","8:00 - 16:00","Los Angeles"
"Manchester Observatory",Landmark,0.00,"An iconic symbol of Manchester's architectural heritage, standing tall as a testament to the region's rich history.","10:00 - 20:00",Manchester
"The Great Nice Square",Landmark,45.00,"One of the most photographed monuments in Nice, featuring stunning design and cultural significance.","10:00 - 17:00",Nice
"Paris Central Plaza",Landmark,39.00,"An iconic symbol of Paris's architectural heritage, standing tall as a testament to the region's rich history.","10:00 - 17:00",Paris
"Cairns Hillside Park",Nature,15.00,"Lush green spaces and spectacular panoramic views make this one of Cairns's most cherished outdoor destinations.","9:00 - 20:00",Cairns
"East London Cultural Centre",Museum,7.00,"Discover the fascinating origins of East London through beautifully curated galleries and expert-led tours.","8:00 - 17:00","East London"
"Marseille Museum of Art",Museum,33.00,"Immerse yourself in Marseille's history with interactive exhibits, rare artifacts, and captivating storytelling.","9:00 - 19:00",Marseille
"Frankfurt Royal Palace",Historic,36.00,"Centuries of history are embedded in the walls of this famous historical site located right in Frankfurt.","10:00 - 17:00",Frankfurt
"Edinburgh Castle Ruins",Historic,39.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Edinburgh.","8:00 - 16:00",Edinburgh
"The Great Munich Botanical Gardens",Nature,0.00,"Experience the breathtaking natural beauty of Munich at this serene location, offering scenic trails and native wildlife.","10:00 - 16:00",Munich
"The Great Austin Central Plaza",Landmark,0.00,"One of the most photographed monuments in Austin, featuring stunning design and cultural significance.","9:00 - 17:00",Austin
"The Great Brisbane Ancient Fort",Historic,0.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Brisbane.","8:00 - 17:00",Brisbane
"The Great Cape Town Hillside Park",Nature,36.00,"Experience the breathtaking natural beauty of Cape Town at this serene location, offering scenic trails and native wildlife.","10:00 - 19:00","Cape Town"
"Halifax Hillside Park",Nature,0.00,"Experience the breathtaking natural beauty of Halifax at this serene location, offering scenic trails and native wildlife.","10:00 - 18:00",Halifax
"The Great Toulouse Tower",Landmark,19.00,"A masterpiece of engineering and art. No visit to Toulouse is complete without seeing this majestic structure.","8:00 - 17:00",Toulouse
"The Great Glasgow Bridge",Landmark,30.00,"A masterpiece of engineering and art. No visit to Glasgow is complete without seeing this majestic structure.","9:00 - 17:00",Glasgow
"Mallorca Observatory",Landmark,26.00,"A masterpiece of engineering and art. No visit to Mallorca is complete without seeing this majestic structure.","8:00 - 20:00",Mallorca
"Paris Aviation Museum",Museum,0.00,"A world-class cultural institution in Paris housing thousands of priceless historical and artistic treasures.","10:00 - 16:00",Paris
"The Great Barcelona Castle Ruins",Historic,27.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Barcelona.","10:00 - 20:00",Barcelona
"Birmingham Hillside Park",Nature,18.00,"A perfectly preserved natural reserve in the heart of Birmingham. Ideal for hiking, photography, and escaping the urban bustle.","8:00 - 19:00",Birmingham
"The Great Lille Cultural Centre",Museum,36.00,"A world-class cultural institution in Lille housing thousands of priceless historical and artistic treasures.","9:00 - 19:00",Lille
"New York Nature Reserve",Nature,42.00,"Lush green spaces and spectacular panoramic views make this one of New York's most cherished outdoor destinations.","9:00 - 16:00","New York"
"The Great Miami River Walk",Nature,17.00,"A perfectly preserved natural reserve in the heart of Miami. Ideal for hiking, photography, and escaping the urban bustle.","10:00 - 18:00",Miami
"Mallorca Heritage House",Historic,20.00,"Step back in time and walk the ancient grounds where Mallorca's most defining historical moments took place.","10:00 - 18:00",Mallorca
"Chicago National Park",Nature,25.00,"Experience the breathtaking natural beauty of Chicago at this serene location, offering scenic trails and native wildlife.","10:00 - 17:00",Chicago
"Birmingham Science Exhibit",Museum,41.00,"Immerse yourself in Birmingham's history with interactive exhibits, rare artifacts, and captivating storytelling.","8:00 - 16:00",Birmingham
"The Great Tokyo Natural History Museum",Museum,0.00,"Discover the fascinating origins of Tokyo through beautifully curated galleries and expert-led tours.","10:00 - 18:00",Tokyo
"The Great Victoria Cathedral",Historic,21.00,"Step back in time and walk the ancient grounds where Victoria's most defining historical moments took place.","10:00 - 19:00",Victoria
"The Great Venice Hillside Park",Nature,45.00,"A perfectly preserved natural reserve in the heart of Venice. Ideal for hiking, photography, and escaping the urban bustle.","9:00 - 18:00",Venice
"Whistler Gallery",Museum,26.00,"Discover the fascinating origins of Whistler through beautifully curated galleries and expert-led tours.","10:00 - 16:00",Whistler
"Johannesburg Royal Palace",Historic,15.00,"Centuries of history are embedded in the walls of this famous historical site located right in Johannesburg.","10:00 - 16:00",Johannesburg
"Glasgow Square",Landmark,0.00,"An iconic symbol of Glasgow's architectural heritage, standing tall as a testament to the region's rich history.","8:00 - 19:00",Glasgow
"The Great Kobe Hillside Park",Nature,38.00,"A perfectly preserved natural reserve in the heart of Kobe. Ideal for hiking, photography, and escaping the urban bustle.","8:00 - 17:00",Kobe
"Stuttgart Observatory",Landmark,16.00,"An iconic symbol of Stuttgart's architectural heritage, standing tall as a testament to the region's rich history.","8:00 - 16:00",Stuttgart
"Barcelona Square",Landmark,0.00,"One of the most photographed monuments in Barcelona, featuring stunning design and cultural significance.","8:00 - 18:00",Barcelona
"Leipzig Cultural Centre",Museum,12.00,"Immerse yourself in Leipzig's history with interactive exhibits, rare artifacts, and captivating storytelling.","9:00 - 16:00",Leipzig
"The Great Bath Tower",Landmark,0.00,"A masterpiece of engineering and art. No visit to Bath is complete without seeing this majestic structure.","8:00 - 16:00",Bath
"The Great Tokyo Bridge",Landmark,18.00,"An iconic symbol of Tokyo's architectural heritage, standing tall as a testament to the region's rich history.","10:00 - 16:00",Tokyo
"The Great Gold Coast National Park",Nature,16.00,"Experience the breathtaking natural beauty of Gold Coast at this serene location, offering scenic trails and native wildlife.","8:00 - 16:00","Gold Coast"
"The Great Paris Science Exhibit",Museum,30.00,"Discover the fascinating origins of Paris through beautifully curated galleries and expert-led tours.","9:00 - 16:00",Paris
"The Great Nantes Science Exhibit",Museum,0.00,"Immerse yourself in Nantes's history with interactive exhibits, rare artifacts, and captivating storytelling.","9:00 - 17:00",Nantes
"Marseille Aviation Museum",Museum,45.00,"Immerse yourself in Marseille's history with interactive exhibits, rare artifacts, and captivating storytelling.","10:00 - 19:00",Marseille
"The Great Mallorca Heritage House",Historic,25.00,"Step back in time and walk the ancient grounds where Mallorca's most defining historical moments took place.","8:00 - 19:00",Mallorca
"Rome Castle Ruins",Historic,0.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Rome.","8:00 - 18:00",Rome
"Bilbao Ancient Fort",Historic,13.00,"Centuries of history are embedded in the walls of this famous historical site located right in Bilbao.","9:00 - 19:00",Bilbao
"New York Tower",Landmark,19.00,"One of the most photographed monuments in New York, featuring stunning design and cultural significance.","9:00 - 16:00","New York"
"The Great Stellenbosch Botanical Gardens",Nature,9.00,"Lush green spaces and spectacular panoramic views make this one of Stellenbosch's most cherished outdoor destinations.","9:00 - 16:00",Stellenbosch
"Turin Royal Palace",Historic,38.00,"Centuries of history are embedded in the walls of this famous historical site located right in Turin.","10:00 - 18:00",Turin
"The Great Melbourne Aviation Museum",Museum,11.00,"Immerse yourself in Melbourne's history with interactive exhibits, rare artifacts, and captivating storytelling.","8:00 - 19:00",Melbourne
"The Great Kobe National Park",Nature,40.00,"Experience the breathtaking natural beauty of Kobe at this serene location, offering scenic trails and native wildlife.","8:00 - 20:00",Kobe
"Munich Aviation Museum",Museum,39.00,"Discover the fascinating origins of Munich through beautifully curated galleries and expert-led tours.","9:00 - 20:00",Munich
"Boston Science Exhibit",Museum,17.00,"Discover the fascinating origins of Boston through beautifully curated galleries and expert-led tours.","9:00 - 16:00",Boston
"Birmingham Museum of Art",Museum,0.00,"A world-class cultural institution in Birmingham housing thousands of priceless historical and artistic treasures.","8:00 - 20:00",Birmingham
"Dresden Gallery",Museum,27.00,"A world-class cultural institution in Dresden housing thousands of priceless historical and artistic treasures.","8:00 - 19:00",Dresden
"Osaka Wildlife Sanctuary",Nature,0.00,"Experience the breathtaking natural beauty of Osaka at this serene location, offering scenic trails and native wildlife.","9:00 - 20:00",Osaka
"Edmonton Wildlife Sanctuary",Nature,39.00,"A perfectly preserved natural reserve in the heart of Edmonton. Ideal for hiking, photography, and escaping the urban bustle.","8:00 - 16:00",Edmonton
"Mallorca Ancient Fort",Historic,36.00,"Centuries of history are embedded in the walls of this famous historical site located right in Mallorca.","9:00 - 17:00",Mallorca
"The Great Florence National Park",Nature,35.00,"Lush green spaces and spectacular panoramic views make this one of Florence's most cherished outdoor destinations.","9:00 - 18:00",Florence
"The Great Sydney Old Town Hall",Historic,19.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Sydney.","8:00 - 20:00",Sydney
"East London Royal Palace",Historic,42.00,"Step back in time and walk the ancient grounds where East London's most defining historical moments took place.","9:00 - 18:00","East London"
"Lyon Nature Reserve",Nature,15.00,"A perfectly preserved natural reserve in the heart of Lyon. Ideal for hiking, photography, and escaping the urban bustle.","10:00 - 16:00",Lyon
"The Great Venice Central Plaza",Landmark,0.00,"A masterpiece of engineering and art. No visit to Venice is complete without seeing this majestic structure.","9:00 - 17:00",Venice
"Montpellier Monument",Landmark,34.00,"An iconic symbol of Montpellier's architectural heritage, standing tall as a testament to the region's rich history.","8:00 - 19:00",Montpellier
"Malaga Museum of Art",Museum,38.00,"Discover the fascinating origins of Malaga through beautifully curated galleries and expert-led tours.","10:00 - 17:00",Malaga
"The Great Berlin Heritage House",Historic,37.00,"Centuries of history are embedded in the walls of this famous historical site located right in Berlin.","9:00 - 17:00",Berlin
"Stuttgart Gallery",Museum,0.00,"Discover the fascinating origins of Stuttgart through beautifully curated galleries and expert-led tours.","8:00 - 20:00",Stuttgart
"Toledo Castle Ruins",Historic,41.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Toledo.","10:00 - 17:00",Toledo
"Vancouver Aviation Museum",Museum,0.00,"Discover the fascinating origins of Vancouver through beautifully curated galleries and expert-led tours.","8:00 - 19:00",Vancouver
"The Great Paris Tower",Landmark,22.00,"A masterpiece of engineering and art. No visit to Paris is complete without seeing this majestic structure.","9:00 - 19:00",Paris
"Paris Hillside Park",Nature,10.00,"A perfectly preserved natural reserve in the heart of Paris. Ideal for hiking, photography, and escaping the urban bustle.","9:00 - 20:00",Paris
"Dubai Cathedral",Historic,0.00,"Centuries of history are embedded in the walls of this famous historical site located right in Dubai.","8:00 - 16:00",Dubai
"Sapporo Central Plaza",Landmark,38.00,"One of the most photographed monuments in Sapporo, featuring stunning design and cultural significance.","10:00 - 18:00",Sapporo
"The Great Bath Tower",Landmark,11.00,"A masterpiece of engineering and art. No visit to Bath is complete without seeing this majestic structure.","10:00 - 19:00",Bath
"Pisa Royal Palace",Historic,41.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Pisa.","10:00 - 17:00",Pisa
"Nice Hillside Park",Nature,0.00,"Experience the breathtaking natural beauty of Nice at this serene location, offering scenic trails and native wildlife.","9:00 - 16:00",Nice
"The Great Denver Gallery",Museum,13.00,"Discover the fascinating origins of Denver through beautifully curated galleries and expert-led tours.","8:00 - 19:00",Denver
"The Great Victoria Wildlife Sanctuary",Nature,19.00,"A perfectly preserved natural reserve in the heart of Victoria. Ideal for hiking, photography, and escaping the urban bustle.","8:00 - 20:00",Victoria
"The Great Darwin Hillside Park",Nature,40.00,"Experience the breathtaking natural beauty of Darwin at this serene location, offering scenic trails and native wildlife.","9:00 - 18:00",Darwin
"The Great Stuttgart Aviation Museum",Museum,5.00,"Discover the fascinating origins of Stuttgart through beautifully curated galleries and expert-led tours.","8:00 - 17:00",Stuttgart
"The Great New York Bridge",Landmark,44.00,"A masterpiece of engineering and art. No visit to New York is complete without seeing this majestic structure.","10:00 - 20:00","New York"
"Seville Wildlife Sanctuary",Nature,6.00,"A perfectly preserved natural reserve in the heart of Seville. Ideal for hiking, photography, and escaping the urban bustle.","9:00 - 19:00",Seville
"Edinburgh Bridge",Landmark,18.00,"One of the most photographed monuments in Edinburgh, featuring stunning design and cultural significance.","8:00 - 18:00",Edinburgh
"Liverpool National Park",Nature,0.00,"Lush green spaces and spectacular panoramic views make this one of Liverpool's most cherished outdoor destinations.","8:00 - 16:00",Liverpool
"The Great Cologne Heritage House",Historic,18.00,"Step back in time and walk the ancient grounds where Cologne's most defining historical moments took place.","8:00 - 16:00",Cologne
"Milan Royal Palace",Historic,0.00,"Centuries of history are embedded in the walls of this famous historical site located right in Milan.","9:00 - 16:00",Milan
"Darwin Heritage House",Historic,44.00,"Centuries of history are embedded in the walls of this famous historical site located right in Darwin.","10:00 - 17:00",Darwin
"Boston National Park",Nature,45.00,"Lush green spaces and spectacular panoramic views make this one of Boston's most cherished outdoor destinations.","9:00 - 19:00",Boston
"Dubai Hillside Park",Nature,45.00,"Experience the breathtaking natural beauty of Dubai at this serene location, offering scenic trails and native wildlife.","10:00 - 19:00",Dubai
"Leipzig Wildlife Sanctuary",Nature,0.00,"A perfectly preserved natural reserve in the heart of Leipzig. Ideal for hiking, photography, and escaping the urban bustle.","10:00 - 16:00",Leipzig
"San Francisco Ancient Fort",Historic,40.00,"Centuries of history are embedded in the walls of this famous historical site located right in San Francisco.","10:00 - 17:00","San Francisco"
"The Great Denver Cathedral",Historic,25.00,"Centuries of history are embedded in the walls of this famous historical site located right in Denver.","10:00 - 17:00",Denver
"The Great Ottawa Ancient Fort",Historic,0.00,"Centuries of history are embedded in the walls of this famous historical site located right in Ottawa.","8:00 - 16:00",Ottawa
"Seattle River Walk",Nature,0.00,"Lush green spaces and spectacular panoramic views make this one of Seattle's most cherished outdoor destinations.","9:00 - 16:00",Seattle
"Frankfurt Heritage House",Historic,40.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Frankfurt.","10:00 - 19:00",Frankfurt
"The Great Marseille Ancient Fort",Historic,5.00,"Step back in time and walk the ancient grounds where Marseille's most defining historical moments took place.","10:00 - 19:00",Marseille
"The Great Genoa Square",Landmark,26.00,"An iconic symbol of Genoa's architectural heritage, standing tall as a testament to the region's rich history.","9:00 - 16:00",Genoa
"Bilbao Bridge",Landmark,30.00,"A masterpiece of engineering and art. No visit to Bilbao is complete without seeing this majestic structure.","9:00 - 19:00",Bilbao
"Nagoya Wildlife Sanctuary",Nature,40.00,"A perfectly preserved natural reserve in the heart of Nagoya. Ideal for hiking, photography, and escaping the urban bustle.","9:00 - 16:00",Nagoya
"The Great Austin Castle Ruins",Historic,0.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Austin.","10:00 - 16:00",Austin
"Paris Cathedral",Historic,0.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Paris.","9:00 - 16:00",Paris
"The Great Ibiza Botanical Gardens",Nature,21.00,"A perfectly preserved natural reserve in the heart of Ibiza. Ideal for hiking, photography, and escaping the urban bustle.","9:00 - 16:00",Ibiza
"Madrid Observatory",Landmark,29.00,"An iconic symbol of Madrid's architectural heritage, standing tall as a testament to the region's rich history.","9:00 - 19:00",Madrid
"The Great Stuttgart Bridge",Landmark,32.00,"One of the most photographed monuments in Stuttgart, featuring stunning design and cultural significance.","8:00 - 17:00",Stuttgart
"Malaga Cultural Centre",Museum,0.00,"Discover the fascinating origins of Malaga through beautifully curated galleries and expert-led tours.","8:00 - 18:00",Malaga
"The Great San Francisco Science Exhibit",Museum,34.00,"Immerse yourself in San Francisco's history with interactive exhibits, rare artifacts, and captivating storytelling.","9:00 - 16:00","San Francisco"
"The Great Montpellier Cultural Centre",Museum,29.00,"A world-class cultural institution in Montpellier housing thousands of priceless historical and artistic treasures.","10:00 - 18:00",Montpellier
"Durban Gallery",Museum,0.00,"Immerse yourself in Durban's history with interactive exhibits, rare artifacts, and captivating storytelling.","10:00 - 16:00",Durban
"The Great Malaga Cultural Centre",Museum,0.00,"Discover the fascinating origins of Malaga through beautifully curated galleries and expert-led tours.","10:00 - 20:00",Malaga
"The Great Perth Hillside Park",Nature,35.00,"Experience the breathtaking natural beauty of Perth at this serene location, offering scenic trails and native wildlife.","9:00 - 20:00",Perth
"The Great Granada Wildlife Sanctuary",Nature,35.00,"A perfectly preserved natural reserve in the heart of Granada. Ideal for hiking, photography, and escaping the urban bustle.","8:00 - 18:00",Granada
"Glasgow Tower",Landmark,29.00,"An iconic symbol of Glasgow's architectural heritage, standing tall as a testament to the region's rich history.","8:00 - 20:00",Glasgow
"Montreal Nature Reserve",Nature,42.00,"Lush green spaces and spectacular panoramic views make this one of Montreal's most cherished outdoor destinations.","8:00 - 17:00",Montreal
"The Great Los Angeles Ancient Fort",Historic,31.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Los Angeles.","10:00 - 17:00","Los Angeles"
"Nuremberg Wildlife Sanctuary",Nature,0.00,"Experience the breathtaking natural beauty of Nuremberg at this serene location, offering scenic trails and native wildlife.","8:00 - 18:00",Nuremberg
"Port Elizabeth Botanical Gardens",Nature,21.00,"Lush green spaces and spectacular panoramic views make this one of Port Elizabeth's most cherished outdoor destinations.","10:00 - 19:00","Port Elizabeth"
"The Great Stellenbosch Heritage House",Historic,16.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Stellenbosch.","10:00 - 17:00",Stellenbosch
"The Great Canberra Nature Reserve",Nature,24.00,"A perfectly preserved natural reserve in the heart of Canberra. Ideal for hiking, photography, and escaping the urban bustle.","10:00 - 16:00",Canberra
"Cape Town Observatory",Landmark,32.00,"One of the most photographed monuments in Cape Town, featuring stunning design and cultural significance.","9:00 - 16:00","Cape Town"
"The Great Cape Town Aviation Museum",Museum,17.00,"A world-class cultural institution in Cape Town housing thousands of priceless historical and artistic treasures.","10:00 - 18:00","Cape Town"
"Dubai Royal Palace",Historic,8.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Dubai.","9:00 - 18:00",Dubai
"Pisa Aviation Museum",Museum,29.00,"Discover the fascinating origins of Pisa through beautifully curated galleries and expert-led tours.","10:00 - 20:00",Pisa
"Edmonton Botanical Gardens",Nature,45.00,"A perfectly preserved natural reserve in the heart of Edmonton. Ideal for hiking, photography, and escaping the urban bustle.","8:00 - 16:00",Edmonton
"Stuttgart Natural History Museum",Museum,0.00,"A world-class cultural institution in Stuttgart housing thousands of priceless historical and artistic treasures.","10:00 - 19:00",Stuttgart
"The Great Fukuoka Bridge",Landmark,42.00,"A masterpiece of engineering and art. No visit to Fukuoka is complete without seeing this majestic structure.","8:00 - 17:00",Fukuoka
"The Great Toulouse Square",Landmark,41.00,"A masterpiece of engineering and art. No visit to Toulouse is complete without seeing this majestic structure.","9:00 - 19:00",Toulouse
"Munich Hillside Park",Nature,9.00,"Lush green spaces and spectacular panoramic views make this one of Munich's most cherished outdoor destinations.","9:00 - 19:00",Munich
"Marseille Heritage House",Historic,0.00,"Centuries of history are embedded in the walls of this famous historical site located right in Marseille.","9:00 - 19:00",Marseille
"Kobe Tower",Landmark,31.00,"One of the most photographed monuments in Kobe, featuring stunning design and cultural significance.","8:00 - 16:00",Kobe
"The Great Melbourne Observatory",Landmark,17.00,"A masterpiece of engineering and art. No visit to Melbourne is complete without seeing this majestic structure.","8:00 - 17:00",Melbourne
"The Great Seattle Bridge",Landmark,15.00,"A masterpiece of engineering and art. No visit to Seattle is complete without seeing this majestic structure.","9:00 - 18:00",Seattle
"The Great Rome Cultural Centre",Museum,0.00,"A world-class cultural institution in Rome housing thousands of priceless historical and artistic treasures.","9:00 - 16:00",Rome
"The Great Stellenbosch Tower",Landmark,5.00,"One of the most photographed monuments in Stellenbosch, featuring stunning design and cultural significance.","10:00 - 18:00",Stellenbosch
"Cape Town Cathedral",Historic,10.00,"Centuries of history are embedded in the walls of this famous historical site located right in Cape Town.","9:00 - 18:00","Cape Town"
"The Great Quebec City Central Plaza",Landmark,8.00,"One of the most photographed monuments in Quebec City, featuring stunning design and cultural significance.","8:00 - 19:00","Quebec City"
"The Great Edinburgh Observatory",Landmark,5.00,"One of the most photographed monuments in Edinburgh, featuring stunning design and cultural significance.","10:00 - 16:00",Edinburgh
"The Great Mallorca Aviation Museum",Museum,0.00,"Discover the fascinating origins of Mallorca through beautifully curated galleries and expert-led tours.","8:00 - 19:00",Mallorca
"The Great Calgary Botanical Gardens",Nature,0.00,"A perfectly preserved natural reserve in the heart of Calgary. Ideal for hiking, photography, and escaping the urban bustle.","10:00 - 18:00",Calgary
"The Great Dusseldorf Gallery",Museum,15.00,"Discover the fascinating origins of Dusseldorf through beautifully curated galleries and expert-led tours.","9:00 - 16:00",Dusseldorf
"Victoria Cultural Centre",Museum,43.00,"A world-class cultural institution in Victoria housing thousands of priceless historical and artistic treasures.","9:00 - 19:00",Victoria
"The Great Port Elizabeth Old Town Hall",Historic,20.00,"Centuries of history are embedded in the walls of this famous historical site located right in Port Elizabeth.","10:00 - 20:00","Port Elizabeth"
"The Great Barcelona Tower",Landmark,0.00,"One of the most photographed monuments in Barcelona, featuring stunning design and cultural significance.","10:00 - 17:00",Barcelona
"The Great Bristol National Park",Nature,32.00,"Experience the breathtaking natural beauty of Bristol at this serene location, offering scenic trails and native wildlife.","10:00 - 18:00",Bristol
"Liverpool Nature Reserve",Nature,40.00,"A perfectly preserved natural reserve in the heart of Liverpool. Ideal for hiking, photography, and escaping the urban bustle.","8:00 - 17:00",Liverpool
"Cape Town Cathedral",Historic,0.00,"Centuries of history are embedded in the walls of this famous historical site located right in Cape Town.","9:00 - 19:00","Cape Town"
"Leipzig Hillside Park",Nature,0.00,"A perfectly preserved natural reserve in the heart of Leipzig. Ideal for hiking, photography, and escaping the urban bustle.","9:00 - 17:00",Leipzig
"The Great Sydney Tower",Landmark,42.00,"One of the most photographed monuments in Sydney, featuring stunning design and cultural significance.","10:00 - 20:00",Sydney
"The Great Cologne Central Plaza",Landmark,5.00,"An iconic symbol of Cologne's architectural heritage, standing tall as a testament to the region's rich history.","8:00 - 20:00",Cologne
"The Great Calgary Aviation Museum",Museum,33.00,"Discover the fascinating origins of Calgary through beautifully curated galleries and expert-led tours.","8:00 - 18:00",Calgary
"The Great Knysna Heritage House",Historic,8.00,"Step back in time and walk the ancient grounds where Knysna's most defining historical moments took place.","8:00 - 16:00",Knysna
"Fukuoka Square",Landmark,0.00,"One of the most photographed monuments in Fukuoka, featuring stunning design and cultural significance.","10:00 - 16:00",Fukuoka
"Austin Cathedral",Historic,7.00,"Step back in time and walk the ancient grounds where Austin's most defining historical moments took place.","10:00 - 16:00",Austin
"The Great Sydney Observatory",Landmark,13.00,"A masterpiece of engineering and art. No visit to Sydney is complete without seeing this majestic structure.","9:00 - 19:00",Sydney
"The Great Montreal Cathedral",Historic,8.00,"Centuries of history are embedded in the walls of this famous historical site located right in Montreal.","8:00 - 20:00",Montreal
"The Great New York Science Exhibit",Museum,8.00,"Immerse yourself in New York's history with interactive exhibits, rare artifacts, and captivating storytelling.","10:00 - 18:00","New York"
"Pretoria Heritage House",Historic,34.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Pretoria.","8:00 - 19:00",Pretoria
"The Great Vancouver Hillside Park",Nature,43.00,"A perfectly preserved natural reserve in the heart of Vancouver. Ideal for hiking, photography, and escaping the urban bustle.","9:00 - 18:00",Vancouver
"The Great Ottawa National Park",Nature,7.00,"A perfectly preserved natural reserve in the heart of Ottawa. Ideal for hiking, photography, and escaping the urban bustle.","8:00 - 19:00",Ottawa
"The Great Palermo Observatory",Landmark,43.00,"An iconic symbol of Palermo's architectural heritage, standing tall as a testament to the region's rich history.","9:00 - 18:00",Palermo
"The Great Pretoria Science Exhibit",Museum,38.00,"Discover the fascinating origins of Pretoria through beautifully curated galleries and expert-led tours.","10:00 - 18:00",Pretoria
"Hamburg Hillside Park",Nature,12.00,"Lush green spaces and spectacular panoramic views make this one of Hamburg's most cherished outdoor destinations.","10:00 - 17:00",Hamburg
"Osaka Square",Landmark,0.00,"A masterpiece of engineering and art. No visit to Osaka is complete without seeing this majestic structure.","9:00 - 18:00",Osaka
"Marseille Science Exhibit",Museum,7.00,"A world-class cultural institution in Marseille housing thousands of priceless historical and artistic treasures.","8:00 - 20:00",Marseille
"London Central Plaza",Landmark,29.00,"A masterpiece of engineering and art. No visit to London is complete without seeing this majestic structure.","10:00 - 19:00",London
"Port Elizabeth Monument",Landmark,0.00,"A masterpiece of engineering and art. No visit to Port Elizabeth is complete without seeing this majestic structure.","10:00 - 19:00","Port Elizabeth"
"Edinburgh Ancient Fort",Historic,45.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Edinburgh.","8:00 - 20:00",Edinburgh
"Cairns Monument",Landmark,26.00,"One of the most photographed monuments in Cairns, featuring stunning design and cultural significance.","10:00 - 19:00",Cairns
"The Great Paris Ancient Fort",Historic,33.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Paris.","10:00 - 18:00",Paris
"The Great Paris Square",Landmark,0.00,"A masterpiece of engineering and art. No visit to Paris is complete without seeing this majestic structure.","9:00 - 19:00",Paris
"Malaga Ancient Fort",Historic,0.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Malaga.","9:00 - 20:00",Malaga
"The Great Strasbourg Cultural Centre",Museum,0.00,"Immerse yourself in Strasbourg's history with interactive exhibits, rare artifacts, and captivating storytelling.","9:00 - 19:00",Strasbourg
"Nara Bridge",Landmark,35.00,"An iconic symbol of Nara's architectural heritage, standing tall as a testament to the region's rich history.","9:00 - 18:00",Nara
"Malaga Monument",Landmark,31.00,"One of the most photographed monuments in Malaga, featuring stunning design and cultural significance.","10:00 - 20:00",Malaga
"The Great Lille Monument",Landmark,42.00,"An iconic symbol of Lille's architectural heritage, standing tall as a testament to the region's rich history.","9:00 - 18:00",Lille
"The Great Nice Heritage House",Historic,0.00,"Centuries of history are embedded in the walls of this famous historical site located right in Nice.","9:00 - 16:00",Nice
"The Great Paris Cathedral",Historic,12.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Paris.","8:00 - 20:00",Paris
"Cape Town Aviation Museum",Museum,41.00,"Immerse yourself in Cape Town's history with interactive exhibits, rare artifacts, and captivating storytelling.","10:00 - 20:00","Cape Town"
"Dresden Gallery",Museum,37.00,"A world-class cultural institution in Dresden housing thousands of priceless historical and artistic treasures.","10:00 - 18:00",Dresden
"The Great Vancouver Heritage House",Historic,6.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Vancouver.","10:00 - 20:00",Vancouver
"The Great Chicago Natural History Museum",Museum,15.00,"Discover the fascinating origins of Chicago through beautifully curated galleries and expert-led tours.","10:00 - 18:00",Chicago
"The Great Hobart Museum of Art",Museum,37.00,"Discover the fascinating origins of Hobart through beautifully curated galleries and expert-led tours.","8:00 - 17:00",Hobart
"Belfast Tower",Landmark,0.00,"A masterpiece of engineering and art. No visit to Belfast is complete without seeing this majestic structure.","8:00 - 18:00",Belfast
"The Great Nice Gallery",Museum,0.00,"Immerse yourself in Nice's history with interactive exhibits, rare artifacts, and captivating storytelling.","10:00 - 20:00",Nice
